Education,Income,Recency,MntWines,MntFruits,MntMeatProducts,MntFishProducts,MntSweetProducts,MntGoldProds,NumDealsPurchases,NumWebPurchases,NumCatalogPurchases,NumStorePurchases,NumWebVisitsMonth,AcceptedCmp3,AcceptedCmp4,AcceptedCmp5,AcceptedCmp1,AcceptedCmp2,Complain,Response,Total_Expenses,Children,Age,Relationship Status,TotalAcceptedCmp,NumTotalPurchases,Customer_Day
Master,98777.0,23,1000,19,711,125,115,38,0,4,6,9,1,0,1,0,0,0,0,0,2008,0,61,Single,1,19,292
PhD,16269.0,75,19,3,18,3,1,0,3,3,0,3,8,0,0,0,0,0,0,0,44,1,37,Single,0,6,463
Undergraduate,71819.0,70,1224,28,140,0,14,168,3,3,3,5,6,0,1,1,0,0,0,0,1574,1,50,Couple,2,11,465
PhD,33569.0,10,16,2,18,3,0,24,1,1,1,2,8,1,0,0,0,0,0,1,63,1,38,Couple,2,4,416
Master,36262.0,24,88,39,54,64,28,153,1,3,5,3,6,1,0,0,0,0,0,1,426,0,38,Couple,2,11,442
Highschool,22634.0,47,2,23,11,8,6,46,1,2,1,2,8,0,0,0,0,0,0,0,96,0,55,Couple,0,5,689
Master,47025.0,98,508,11,59,23,5,29,5,11,1,6,9,0,0,0,0,0,0,0,635,1,43,Couple,0,18,362
Undergraduate,70566.0,4,381,28,215,84,28,21,2,6,5,9,3,0,0,0,0,0,0,0,757,1,53,Single,0,20,544
PhD,31605.0,15,74,0,42,2,1,6,2,2,1,4,7,0,0,0,0,0,0,0,125,1,42,Couple,0,7,744
Master,52034.0,67,146,0,93,7,13,73,5,4,2,5,7,0,0,0,0,0,0,0,332,2,48,Single,0,11,568
Undergraduate,48526.0,32,23,17,23,43,20,9,1,2,1,4,3,0,0,0,0,0,0,0,135,1,42,Single,0,7,347
Undergraduate,46734.0,40,110,5,137,26,23,29,2,6,1,5,7,0,0,0,0,0,0,0,330,1,67,Couple,0,12,748
Undergraduate,39552.0,54,165,3,147,4,24,41,7,6,2,5,8,0,0,0,0,0,0,1,384,2,59,Single,1,13,718
Undergraduate,86358.0,78,957,47,494,82,47,95,4,5,3,6,8,0,0,0,0,0,0,0,1722,2,55,Single,0,14,850
Undergraduate,46931.0,94,41,0,17,3,1,16,2,1,1,3,3,0,0,0,0,0,0,0,78,3,44,Couple,0,5,226
Highschool,16581.0,51,1,3,4,2,3,11,1,0,0,3,4,0,0,0,0,0,0,0,24,0,36,Single,0,3,370
Master,63998.0,42,176,29,818,0,33,112,1,7,6,11,4,0,0,0,0,0,0,1,1168,0,69,Single,1,24,351
Master,67381.0,67,815,8,53,11,0,70,4,2,2,9,7,0,1,0,0,0,0,0,957,1,70,Couple,1,13,690
Undergraduate,25930.0,87,6,1,2,2,0,4,1,1,0,2,7,0,0,0,0,0,0,0,15,2,54,Single,0,3,422
Undergraduate,42693.0,29,8,4,20,6,3,16,1,1,0,3,5,0,0,0,0,0,0,0,57,1,43,Couple,0,4,153
Undergraduate,85606.0,89,717,42,864,219,30,84,2,6,7,9,3,0,0,0,1,0,0,0,1956,1,45,Couple,1,22,725
Undergraduate,72903.0,74,1067,138,750,0,19,39,1,7,5,8,4,0,1,1,1,0,0,1,2013,0,36,Single,4,20,403
Master,49669.0,97,166,5,107,11,8,29,2,5,1,6,6,0,0,0,0,0,0,0,326,1,47,Couple,0,12,196
PhD,36778.0,63,29,4,34,2,4,4,3,3,0,3,9,0,0,0,0,0,0,0,77,2,53,Couple,0,6,942
PhD,85696.0,88,714,76,395,116,0,12,1,4,6,9,1,0,0,0,0,0,0,1,1313,0,59,Single,1,19,641
Master,10979.0,34,8,4,10,2,2,4,2,3,0,3,5,0,0,0,0,0,0,0,30,0,32,Single,0,6,198
Undergraduate,49678.0,81,229,5,56,3,2,20,2,6,2,4,7,0,0,0,0,0,0,0,315,1,60,Couple,0,12,672
Master,56129.0,65,320,48,133,39,72,48,4,6,2,10,4,0,0,0,0,0,0,0,660,1,68,Couple,0,18,534
Undergraduate,37155.0,51,23,0,26,7,15,3,1,2,0,4,5,0,0,0,0,0,0,0,74,1,32,Couple,0,6,674
Master,21282.0,76,1,5,8,4,8,20,2,2,1,2,6,0,0,0,0,0,0,0,46,1,43,Single,0,5,31
PhD,33419.0,76,56,0,12,0,0,18,2,2,0,4,7,0,0,0,0,0,0,0,86,1,59,Single,0,6,476
Undergraduate,63285.0,84,508,124,249,50,38,134,1,6,5,13,3,0,0,0,0,0,0,0,1103,0,76,Single,0,24,574
Master,21255.0,56,29,0,25,2,2,3,4,2,1,4,4,0,0,0,0,0,0,0,61,1,47,Couple,0,7,319
Undergraduate,42162.0,31,46,7,59,2,4,27,2,3,1,3,6,1,0,0,0,0,0,1,145,1,40,Couple,2,7,382
Undergraduate,54450.0,0,454,0,171,8,19,32,12,9,2,8,8,0,0,0,0,0,0,0,684,2,65,Couple,0,19,813
PhD,57744.0,91,350,3,39,0,0,19,2,9,1,4,8,0,0,0,0,0,0,0,411,1,67,Couple,0,14,360
Undergraduate,26576.0,40,10,0,8,0,0,9,1,1,0,2,9,1,0,0,0,0,0,1,27,1,35,Single,2,3,784
PhD,57513.0,59,735,40,183,52,20,30,2,9,3,13,6,0,0,0,0,0,0,0,1060,0,78,Single,0,25,547
Undergraduate,68142.0,96,897,126,196,91,112,37,3,10,4,7,6,0,0,0,0,0,0,0,1459,1,57,Couple,0,21,829
Undergraduate,7500.0,61,5,2,3,3,0,5,1,1,0,2,8,0,0,0,0,0,0,0,18,1,42,Couple,0,3,829
Undergraduate,83145.0,14,777,35,731,39,137,114,1,5,9,11,2,0,0,1,0,0,0,1,1833,0,47,Couple,2,25,805
Master,54197.0,16,162,6,37,6,13,13,2,1,3,6,1,0,0,0,0,0,0,0,237,1,61,Couple,0,10,277
PhD,23091.0,98,35,0,11,0,0,2,4,2,1,3,7,0,0,0,0,0,0,0,48,2,58,Single,0,6,192
Undergraduate,46049.0,11,342,9,112,19,14,19,10,5,2,9,7,0,0,0,0,0,0,1,515,2,45,Couple,1,16,503
Undergraduate,56715.0,52,258,105,239,237,172,9,1,7,3,4,4,0,0,0,0,0,0,0,1020,0,47,Couple,0,14,938
Undergraduate,79410.0,19,658,80,483,123,13,13,1,3,2,5,1,0,0,0,0,0,0,0,1370,0,60,Couple,0,10,191
Undergraduate,57304.0,61,356,80,329,138,17,106,2,7,6,10,5,0,0,0,0,0,0,0,1026,1,70,Couple,0,23,398
Undergraduate,44375.0,73,213,5,28,7,7,41,1,4,1,6,5,0,0,0,0,0,0,0,301,1,56,Couple,0,11,258
Undergraduate,54450.0,0,454,0,171,8,19,32,12,9,2,8,8,0,0,0,0,0,0,0,684,2,65,Couple,0,19,813
Undergraduate,59594.0,74,457,4,29,0,0,9,1,8,1,7,7,0,1,0,0,0,0,0,499,1,56,Couple,1,16,777
Undergraduate,80685.0,55,241,45,604,34,26,54,1,6,4,10,2,0,0,0,0,0,0,0,1004,0,27,Couple,0,20,836
PhD,40344.0,48,210,0,6,0,0,2,2,4,1,5,7,0,0,0,0,0,0,0,218,1,47,Couple,0,10,419
Undergraduate,62710.0,53,441,35,83,7,29,11,4,4,2,12,4,0,0,0,0,0,0,0,606,1,49,Couple,0,18,562
Master,48985.0,13,19,13,18,10,7,8,1,1,1,3,3,0,0,0,0,0,0,0,75,1,53,Couple,0,5,578
Undergraduate,35322.0,34,28,9,37,12,7,13,3,2,0,4,8,0,0,0,0,0,0,0,106,3,53,Couple,0,6,836
Undergraduate,77142.0,54,476,75,162,29,151,97,1,4,4,8,2,0,0,0,0,0,0,0,990,0,73,Couple,0,16,556
Undergraduate,81657.0,69,364,40,425,158,60,50,1,3,4,8,1,0,0,0,0,0,0,0,1097,0,52,Single,0,15,318
Highschool,14421.0,81,0,0,2,3,3,8,1,1,0,2,5,1,0,0,0,0,0,0,16,0,25,Couple,1,3,292
Master,20130.0,99,0,6,3,7,6,12,1,1,0,3,8,0,0,0,0,0,0,0,34,0,47,Couple,0,4,264
PhD,74214.0,3,863,83,547,86,99,33,1,8,2,5,5,0,0,0,0,0,0,0,1711,0,31,Couple,0,15,832
Master,66726.0,61,349,7,35,0,0,47,3,8,2,4,7,0,1,0,0,0,0,0,438,2,64,Couple,1,14,5
Highschool,23724.0,65,5,23,15,0,18,14,2,2,0,3,8,0,0,0,0,0,0,0,75,1,42,Couple,0,5,492
Master,47353.0,93,184,2,19,8,8,4,3,2,2,6,5,0,0,0,0,0,0,0,225,1,61,Couple,0,10,388
Master,33444.0,24,8,0,8,0,0,2,1,1,0,2,8,0,0,0,0,0,0,0,18,2,69,Couple,0,3,1000
Undergraduate,54386.0,8,277,21,64,62,21,25,2,3,2,10,3,0,0,0,0,0,0,0,470,1,40,Couple,0,15,568
Undergraduate,28510.0,72,44,5,19,0,4,19,3,2,0,4,5,0,0,0,0,0,0,0,91,2,40,Single,0,6,602
Master,90638.0,29,1156,120,915,94,144,96,1,3,4,10,1,0,0,1,0,0,0,0,2525,0,30,Single,1,17,296
Undergraduate,48070.0,33,373,14,83,6,9,19,3,8,2,6,7,0,0,0,0,0,1,0,504,1,71,Couple,0,16,692
Undergraduate,43140.0,68,134,8,76,6,0,11,1,4,1,5,6,0,0,0,0,0,0,0,235,1,64,Couple,0,10,584
PhD,54959.0,55,1148,0,60,0,0,24,3,9,5,4,7,0,1,0,0,0,0,1,1232,1,60,Single,2,18,686
Highschool,15056.0,76,6,12,3,21,6,40,5,2,2,3,5,0,0,0,0,0,0,0,88,2,63,Single,0,7,641
Undergraduate,26954.0,17,4,1,11,0,0,1,1,1,0,2,7,0,0,0,0,0,0,0,17,1,50,Single,0,3,123
Undergraduate,22327.0,94,5,4,8,2,0,5,1,1,0,3,5,0,0,0,0,0,0,0,24,1,36,Single,0,4,666
Undergraduate,44393.0,86,24,2,20,2,2,10,2,1,0,4,4,0,0,0,0,0,0,0,60,2,56,Couple,0,5,471
PhD,62000.0,25,899,0,101,0,0,20,1,6,6,13,4,0,0,0,1,0,0,0,1020,1,69,Single,1,25,468
PhD,31497.0,22,108,1,28,13,1,4,2,3,1,4,8,0,0,0,0,0,0,0,155,1,59,Couple,0,8,907
Master,45894.0,15,27,2,7,0,2,13,1,1,0,3,5,0,0,0,0,0,0,0,51,2,47,Couple,0,4,282
Master,78579.0,35,816,66,549,216,66,99,1,5,6,4,3,0,0,0,0,0,0,1,1812,0,51,Single,1,15,714
Master,67369.0,81,1298,0,70,37,14,42,4,7,4,10,4,0,1,1,0,0,0,1,1461,1,52,Single,3,21,749
Undergraduate,58401.0,55,10,0,11,17,29,29,1,1,2,2,4,0,0,0,0,0,0,0,96,1,61,Single,0,5,230
Undergraduate,62307.0,94,87,13,34,10,6,10,1,4,0,4,5,0,0,0,0,0,0,0,160,1,69,Single,0,8,292
Master,43641.0,50,57,2,51,4,2,23,3,2,1,4,6,0,0,0,0,0,0,0,139,2,52,Couple,0,7,593
Master,63841.0,64,635,15,100,20,7,131,1,9,3,9,6,0,0,0,0,0,0,0,908,1,53,Single,0,21,594
Master,46891.0,91,43,12,23,29,15,61,1,2,1,4,4,0,0,0,0,0,0,0,183,1,56,Couple,0,7,696
Master,70091.0,11,964,34,137,15,0,11,2,5,2,10,8,0,1,0,0,0,0,0,1161,1,52,Couple,1,17,615
PhD,78075.0,72,572,8,259,34,35,80,1,3,5,5,1,0,0,0,0,0,0,0,988,0,49,Couple,0,13,216
Master,59184.0,6,341,142,113,259,151,66,3,6,6,12,5,0,0,0,0,0,0,0,1072,1,60,Single,0,24,818
Undergraduate,54809.0,0,63,6,57,13,13,22,4,2,1,5,4,0,0,0,0,0,0,0,174,2,44,Couple,0,8,392
Undergraduate,58113.0,66,221,104,169,102,78,84,3,9,2,8,7,0,0,0,0,0,1,0,758,1,62,Couple,0,19,680
Master,51412.0,42,140,3,29,4,5,14,2,3,2,4,4,0,0,0,0,0,0,0,195,1,63,Couple,0,9,340
Undergraduate,15287.0,60,1,2,8,4,3,13,2,1,1,2,7,1,0,0,0,0,0,1,31,1,42,Single,2,4,787
Master,66636.0,64,291,10,689,84,10,0,1,3,4,9,1,0,0,0,0,0,0,0,1084,0,64,Couple,0,16,476
Master,50965.0,87,544,13,85,8,6,29,3,10,4,5,8,1,0,0,0,0,0,0,685,1,65,Couple,1,19,654
PhD,84618.0,96,684,100,801,21,66,0,1,6,9,10,2,0,0,1,0,0,0,0,1672,0,56,Couple,1,25,379
Undergraduate,18351.0,1,1,12,9,0,14,7,1,2,0,3,7,0,0,0,0,0,0,0,43,0,31,Couple,0,5,403
PhD,40451.0,54,35,0,4,0,0,10,1,1,1,2,5,1,0,0,0,0,0,0,49,2,64,Couple,1,4,293
Undergraduate,36317.0,53,87,3,25,3,2,13,2,3,0,4,7,0,0,0,0,0,0,0,133,1,56,Couple,0,7,563
Undergraduate,42213.0,96,309,3,24,4,3,20,2,5,1,7,7,0,1,0,0,0,0,0,363,1,64,Couple,1,13,361
Undergraduate,65748.0,58,172,73,93,95,78,34,2,2,4,10,1,0,0,0,0,0,1,0,545,1,66,Couple,0,16,600
Undergraduate,77044.0,12,625,38,242,50,34,76,2,7,11,11,4,1,0,0,0,0,0,0,1065,1,49,Couple,1,29,405
Undergraduate,74918.0,78,972,59,913,25,19,59,1,5,9,6,3,0,0,1,0,0,0,0,2047,0,52,Couple,1,20,368
Undergraduate,56721.0,64,157,6,39,6,13,75,5,4,1,5,6,0,0,0,0,0,0,0,296,2,49,Couple,0,10,766
Undergraduate,42160.0,26,48,9,45,3,15,20,4,2,1,4,6,0,0,0,0,0,0,1,140,2,46,Single,1,7,526
Undergraduate,61559.0,8,279,83,88,32,14,34,1,4,2,10,3,0,0,0,0,0,0,0,530,1,56,Single,0,16,507
PhD,33629.0,49,132,0,16,0,0,4,5,3,1,4,9,0,0,0,0,0,0,0,152,2,58,Couple,0,8,850
PhD,68682.0,56,919,0,505,99,30,45,1,4,9,10,2,0,0,0,0,0,0,0,1598,0,30,Couple,0,23,544
Undergraduate,34377.0,55,62,0,22,3,1,26,2,2,2,2,7,0,0,0,0,0,0,0,114,1,58,Single,0,6,686
Highschool,8940.0,25,1,45,3,4,6,42,3,3,1,3,8,0,0,0,0,0,0,0,101,1,35,Single,0,7,836
Undergraduate,26228.0,50,2,6,4,3,1,9,1,1,0,2,8,0,0,0,0,0,0,0,25,1,48,Couple,0,3,440
Master,77297.0,84,408,61,109,48,122,41,1,5,7,9,4,0,0,0,1,0,0,0,789,0,64,Single,1,21,679
Undergraduate,40211.0,30,51,1,7,2,1,25,2,2,1,2,8,1,0,0,0,0,0,0,87,2,40,Couple,1,5,494
PhD,33438.0,81,62,1,16,3,2,6,4,2,1,4,5,0,0,0,0,0,0,0,90,2,63,Single,0,7,440
PhD,75032.0,74,952,12,180,47,12,12,2,5,4,9,3,0,0,0,0,0,0,0,1215,1,62,Couple,0,18,587
PhD,61284.0,76,618,15,106,20,7,45,1,11,2,8,6,0,1,0,0,0,0,0,811,0,66,Single,1,21,361
Undergraduate,22518.0,36,11,7,12,2,2,27,2,2,1,2,5,1,0,0,0,0,0,1,61,1,35,Couple,2,5,775
Master,54730.0,64,318,3,17,4,7,56,5,4,1,8,4,0,0,0,0,0,0,0,405,1,46,Couple,0,13,478
Master,38452.0,62,56,0,14,0,0,2,3,3,0,3,7,0,0,0,0,0,0,0,72,2,66,Couple,0,6,251
Undergraduate,44421.0,53,110,5,59,7,1,7,5,5,0,4,8,0,0,0,0,0,0,0,189,2,50,Single,0,9,659
PhD,38197.0,86,23,0,11,2,1,3,1,1,0,3,5,0,0,0,0,0,0,0,40,1,35,Couple,0,4,525
Undergraduate,41986.0,15,27,5,8,8,3,12,3,3,0,4,4,0,0,0,0,0,0,0,63,1,43,Single,0,7,95
Undergraduate,28427.0,67,18,3,19,3,3,6,2,2,0,3,8,0,0,0,0,0,0,0,52,1,38,Couple,0,5,625
PhD,37395.0,47,18,0,9,0,1,11,1,1,0,3,6,0,0,0,0,0,0,0,39,1,45,Couple,0,4,304
Undergraduate,64722.0,47,303,0,280,60,147,15,4,8,2,11,6,0,0,0,0,0,0,0,805,1,50,Couple,0,21,194
Master,55249.0,81,97,1,19,2,0,11,1,2,1,4,3,0,0,0,0,0,0,0,130,1,65,Couple,0,7,233
Undergraduate,84906.0,98,997,15,414,99,30,76,1,5,6,12,2,0,1,1,0,1,0,0,1631,0,49,Couple,3,23,605
Undergraduate,28691.0,56,5,4,13,8,0,4,1,1,0,3,8,0,0,0,0,0,0,0,34,1,32,Couple,0,4,608
Undergraduate,44213.0,48,95,11,35,0,4,7,4,2,1,5,6,0,0,0,0,0,0,0,152,2,69,Single,0,8,372
Highschool,25707.0,18,1,6,2,3,6,3,1,1,0,3,7,0,0,0,0,0,0,0,21,1,37,Single,0,4,322
PhD,59062.0,74,46,1,12,3,0,9,2,2,0,3,4,0,0,0,0,0,0,0,71,3,54,Couple,0,5,636
Undergraduate,76624.0,68,411,106,147,54,115,66,1,5,10,7,1,1,0,0,0,0,0,0,899,1,59,Single,1,22,196
Master,66000.0,36,244,51,270,101,0,45,1,1,3,5,1,0,0,0,0,0,0,0,711,0,74,Couple,0,9,230
PhD,27683.0,90,152,9,121,12,12,45,4,6,2,4,8,0,0,0,0,0,0,0,351,1,43,Couple,0,12,972
Undergraduate,1730.0,65,1,1,3,1,1,1,15,0,0,0,20,0,0,0,0,0,0,0,8,0,50,Single,0,0,202
Highschool,7500.0,63,10,17,18,8,26,40,4,3,2,2,9,0,0,0,0,0,0,0,119,1,29,Single,0,7,999
Undergraduate,40521.0,82,12,0,5,0,0,4,1,0,1,2,5,0,0,0,0,0,0,0,21,2,53,Couple,0,3,581
PhD,20427.0,63,5,0,4,0,0,1,1,1,0,2,8,0,0,0,0,0,0,0,10,1,48,Couple,0,3,257
Undergraduate,65106.0,55,790,19,133,12,0,19,3,8,3,13,6,0,1,0,0,0,0,0,973,1,46,Couple,1,24,196
PhD,69969.0,64,882,29,514,38,29,44,1,4,2,6,3,0,0,1,1,0,0,1,1536,0,56,Couple,3,12,466
Undergraduate,67433.0,51,615,28,259,12,48,30,4,6,5,13,4,0,1,0,0,0,0,0,992,2,69,Couple,1,24,508
PhD,77766.0,97,1004,59,265,115,59,27,2,11,10,11,6,1,0,0,0,0,0,1,1529,1,54,Couple,2,32,652
Undergraduate,74716.0,92,133,27,421,13,195,71,2,7,3,5,4,0,0,0,0,0,0,0,860,1,49,Couple,0,15,362
Undergraduate,68118.0,51,595,23,123,10,23,154,2,8,9,4,6,0,0,0,0,0,0,0,928,1,58,Single,0,21,414
PhD,55158.0,72,293,0,87,4,11,23,4,7,2,5,7,0,0,0,0,0,0,1,418,2,51,Couple,1,14,859
Master,62972.0,39,313,15,47,20,0,192,2,7,4,3,6,0,0,0,0,0,0,1,587,1,66,Couple,1,14,1003
Undergraduate,74190.0,49,151,81,86,168,91,64,2,4,2,11,2,0,0,0,0,0,0,0,641,1,46,Couple,0,17,1
Undergraduate,39356.0,21,15,0,2,0,0,6,1,1,0,2,6,1,0,0,0,0,0,0,23,2,45,Couple,1,3,262
Undergraduate,76653.0,91,736,63,946,219,189,126,1,4,7,11,2,0,0,1,1,0,0,0,2279,0,52,Couple,2,22,477
PhD,35860.0,37,15,0,8,4,2,20,2,1,1,2,5,1,0,0,0,0,0,0,49,2,48,Single,1,4,201
PhD,90687.0,98,982,17,672,23,34,51,1,6,2,8,2,0,0,1,0,0,0,1,1779,0,38,Single,2,16,563
Master,73450.0,85,1142,51,415,90,69,37,1,7,8,11,3,1,0,0,1,0,0,0,1804,0,39,Couple,2,26,573
Undergraduate,31454.0,40,28,0,11,0,0,9,3,2,0,3,8,0,0,0,0,0,0,0,48,2,61,Couple,0,5,547
Undergraduate,47139.0,2,46,0,12,0,2,23,2,2,1,2,7,0,0,0,0,0,0,1,83,2,69,Single,1,5,186
Undergraduate,83829.0,78,897,161,430,186,161,27,0,4,7,6,1,1,0,1,1,0,0,1,1862,0,46,Single,4,17,483
PhD,53378.0,41,489,6,152,8,6,132,10,9,4,6,8,0,0,0,0,0,0,1,793,2,58,Couple,1,19,803
Undergraduate,19656.0,94,25,4,9,6,8,32,3,2,1,3,7,0,0,0,0,0,0,0,84,1,51,Couple,0,6,491
PhD,45579.0,10,145,1,33,2,1,1,1,4,1,4,6,0,0,0,0,0,0,0,183,1,73,Couple,0,9,473
Master,85485.0,73,630,26,611,44,18,54,1,6,6,6,2,0,0,0,0,0,0,0,1383,0,63,Single,0,18,168
Undergraduate,55956.0,22,760,38,104,50,9,38,2,7,3,4,4,0,1,0,0,0,0,0,999,0,77,Couple,1,14,155
Master,64191.0,30,420,15,186,151,38,15,3,5,3,13,3,0,0,0,0,0,0,0,825,1,58,Single,0,21,683
Undergraduate,38808.0,21,125,17,52,3,19,30,4,5,1,4,8,1,0,0,0,0,0,1,246,1,49,Single,2,10,832
Master,57183.0,51,464,5,64,7,0,70,8,9,1,7,8,0,0,0,0,0,0,0,610,2,55,Couple,0,17,627
Master,23748.0,97,6,6,29,12,15,8,3,2,1,3,8,0,0,0,0,0,0,0,76,1,53,Single,0,6,745
Undergraduate,66303.0,56,1090,12,96,16,12,60,4,3,4,11,8,0,1,0,0,0,0,0,1286,1,50,Couple,1,18,648
Master,37368.0,4,3,2,11,2,2,10,1,1,0,2,6,1,0,0,0,0,0,0,30,1,46,Couple,1,3,355
Undergraduate,40800.0,77,24,0,27,8,30,10,2,3,0,3,7,0,0,0,0,0,1,0,99,3,57,Couple,0,6,704
Undergraduate,71847.0,95,737,21,106,55,63,210,0,6,7,9,3,0,0,0,1,0,0,0,1192,0,43,Single,1,22,806
Undergraduate,46149.0,36,254,6,71,4,0,27,5,5,1,7,5,0,0,0,0,0,0,0,362,1,46,Couple,0,13,372
Undergraduate,78687.0,13,817,185,687,145,55,241,1,4,6,8,2,0,0,1,0,0,0,1,2130,0,38,Couple,2,18,819
Master,49118.0,90,620,54,239,99,98,119,2,9,7,10,7,0,1,0,0,1,0,1,1229,0,50,Single,3,26,840
PhD,37633.0,49,13,4,20,0,0,1,2,1,0,3,9,0,0,0,0,0,0,0,38,2,64,Couple,0,4,807
Master,39767.0,18,113,61,204,34,26,47,2,7,1,7,8,0,0,0,0,0,0,0,485,0,70,Couple,0,15,503
Highschool,26997.0,89,7,23,78,133,49,144,2,4,2,5,7,0,0,0,0,0,0,0,434,0,70,Couple,0,11,939
Undergraduate,33986.0,43,16,2,18,2,1,5,1,1,0,3,7,0,0,0,0,0,0,0,44,1,51,Single,0,4,632
PhD,57091.0,82,462,0,24,6,0,4,2,9,2,5,7,0,1,0,0,0,0,1,496,1,49,Couple,2,16,743
Master,46831.0,84,22,2,10,6,4,34,2,1,2,2,4,0,0,0,0,0,0,0,78,2,52,Couple,0,5,487
Master,83151.0,80,968,147,842,137,42,210,1,5,7,10,2,1,0,1,1,0,0,1,2346,0,49,Couple,4,22,430
Undergraduate,52531.0,68,283,112,151,51,72,125,2,7,2,10,6,0,0,0,0,0,0,0,794,0,50,Couple,0,19,706
Undergraduate,15759.0,12,1,2,5,6,0,3,1,1,0,2,7,0,0,0,0,0,0,0,17,0,65,Couple,0,3,576
Undergraduate,22804.0,75,14,1,7,2,1,1,1,2,0,2,9,0,0,0,0,0,0,0,26,1,50,Single,0,4,493
Master,43050.0,10,30,5,24,6,3,8,2,2,0,4,5,0,0,0,0,0,0,0,76,1,48,Couple,0,6,263
PhD,42997.0,91,4,0,5,0,1,5,1,1,0,2,7,0,0,0,0,0,0,0,15,2,44,Single,0,3,512
PhD,48918.0,21,52,0,9,0,0,1,2,1,0,4,4,0,0,0,0,0,0,0,62,2,58,Single,0,5,2
Master,60033.0,28,62,1,57,19,11,48,2,2,1,5,2,0,0,0,0,0,0,0,198,1,67,Couple,0,8,252
PhD,34043.0,97,20,2,14,3,0,10,1,2,0,2,9,0,0,0,0,0,0,0,49,1,43,Couple,0,4,407
Undergraduate,57811.0,49,545,7,114,37,21,78,5,7,2,11,5,0,1,0,0,0,0,0,802,1,55,Couple,1,20,530
Undergraduate,78569.0,14,558,79,622,207,175,95,1,4,6,4,1,0,0,1,0,0,0,1,1736,0,75,Couple,2,14,290
Undergraduate,7500.0,5,6,5,4,13,4,25,4,2,1,3,6,0,0,0,0,0,0,0,57,2,43,Single,0,6,709
Master,157733.0,37,39,1,9,2,0,8,0,1,0,1,1,0,0,0,0,0,0,0,59,1,50,Couple,0,2,609
Undergraduate,94384.0,62,1111,24,790,160,45,172,0,5,8,5,2,0,1,1,1,0,0,1,2302,0,68,Couple,4,18,612
Master,23148.0,83,4,6,8,6,3,10,1,2,0,3,7,0,0,0,0,0,0,0,37,0,36,Couple,0,5,291
Undergraduate,44267.0,48,183,5,65,3,5,49,5,5,2,4,9,0,0,0,0,0,0,0,310,2,51,Single,0,11,649
Undergraduate,71626.0,94,546,72,376,94,145,72,1,5,5,8,3,0,1,0,0,0,0,0,1305,0,42,Couple,1,18,1060
Undergraduate,60894.0,61,606,7,155,10,0,54,5,10,3,8,7,0,0,0,0,0,0,0,832,1,55,Couple,0,21,526
Undergraduate,50200.0,70,266,6,51,8,6,64,6,7,1,5,8,0,0,0,0,0,0,0,401,2,45,Couple,0,13,642
PhD,81051.0,43,1142,29,249,38,29,14,1,5,5,12,2,0,1,1,0,0,0,0,1501,0,56,Couple,2,22,197
Undergraduate,65169.0,23,1074,0,69,0,0,46,1,10,4,13,6,1,0,1,1,1,0,1,1189,0,39,Couple,5,27,326
Undergraduate,59868.0,37,771,51,154,54,10,154,7,11,2,12,6,0,0,0,0,0,0,0,1194,1,49,Couple,0,25,502
PhD,65695.0,50,371,32,189,0,58,6,2,5,4,10,4,0,0,0,0,0,0,0,656,1,61,Couple,0,19,309
Master,64857.0,78,556,14,717,210,0,43,1,7,5,10,4,0,0,0,0,0,0,0,1540,0,65,Single,0,22,743
Master,45143.0,74,202,5,74,11,5,14,3,6,1,5,7,0,0,0,0,0,0,0,311,1,56,Couple,0,12,467
Master,74805.0,14,209,162,209,41,162,37,5,4,7,10,2,0,0,0,0,0,0,0,820,1,66,Couple,0,21,543
Master,59060.0,77,35,40,111,36,40,12,3,3,1,7,4,0,0,0,0,0,0,0,274,1,32,Couple,0,11,35
PhD,27238.0,39,37,0,17,0,0,3,3,3,0,3,9,0,0,0,0,0,0,0,57,2,59,Single,0,6,595
Undergraduate,47009.0,89,171,45,73,59,10,90,4,3,2,8,4,0,0,0,0,0,0,0,448,1,56,Couple,0,13,695
Master,46094.0,62,12,2,20,3,2,5,1,1,0,3,7,0,0,0,0,0,0,0,44,2,48,Couple,0,4,61
Undergraduate,40321.0,59,44,4,21,6,0,27,2,3,0,3,7,0,0,0,0,0,0,0,102,2,49,Couple,0,6,495
Undergraduate,37235.0,68,20,2,9,4,6,20,1,1,1,2,4,0,0,0,0,0,0,0,61,1,37,Couple,0,4,338
Master,81843.0,13,779,86,537,34,69,138,1,5,9,12,3,0,0,0,0,0,0,0,1643,0,61,Couple,0,26,593
Master,46692.0,37,170,6,97,24,12,88,3,6,1,5,6,0,0,0,0,0,0,0,397,1,63,Couple,0,12,548
Undergraduate,77382.0,36,491,48,231,112,105,134,2,5,7,12,1,0,0,1,0,0,0,0,1121,1,53,Couple,1,24,158
Undergraduate,37774.0,28,173,8,107,7,2,176,4,7,2,3,9,1,0,0,0,0,1,1,473,2,44,Single,2,12,1002
Highschool,18393.0,2,7,10,13,16,0,4,2,3,0,3,8,0,0,0,0,0,0,0,50,1,47,Couple,0,6,252
Master,72828.0,17,1205,0,235,19,14,205,6,6,3,13,7,0,0,0,0,0,0,0,1678,1,59,Couple,0,22,660
Undergraduate,24711.0,86,10,7,25,6,3,7,1,3,0,3,7,0,0,0,0,0,0,0,58,0,39,Couple,0,6,232
