Education,Income,Dt_Customer,Recency,MntWines,MntFruits,MntMeatProducts,MntFishProducts,MntSweetProducts,MntGoldProds,NumDealsPurchases,NumWebPurchases,NumCatalogPurchases,NumStorePurchases,NumWebVisitsMonth,AcceptedCmp3,AcceptedCmp4,AcceptedCmp5,AcceptedCmp1,AcceptedCmp2,Complain,Response,Total_Expenses,Children,Age,Relationship Status,TotalAcceptedCmp,NumTotalPurchases,Customer_Day
1,46931.0,2014-04-24,94,41,0,17,3,1,16,2,1,1,3,3,0,0,0,0,0,0,0,78,3,44,1,0,5,226
0,16581.0,2013-12-01,51,1,3,4,2,3,11,1,0,0,3,4,0,0,0,0,0,0,0,24,0,36,0,0,3,370
2,63998.0,2013-12-20,42,176,29,818,0,33,112,1,7,6,11,4,0,0,0,0,0,0,1,1168,0,69,0,1,24,351
2,67381.0,2013-01-15,67,815,8,53,11,0,70,4,2,2,9,7,0,1,0,0,0,0,0,957,1,70,1,1,13,690
1,25930.0,2013-10-10,87,6,1,2,2,0,4,1,1,0,2,7,0,0,0,0,0,0,0,15,2,54,0,0,3,422
1,42693.0,2014-07-06,29,8,4,20,6,3,16,1,1,0,3,5,0,0,0,0,0,0,0,57,1,43,1,0,4,153
1,85606.0,2012-12-11,89,717,42,864,219,30,84,2,6,7,9,3,0,0,0,1,0,0,0,1956,1,45,1,1,22,725
1,72903.0,2013-10-29,74,1067,138,750,0,19,39,1,7,5,8,4,0,1,1,1,0,0,1,2013,0,36,0,4,20,403
2,49669.0,2014-05-24,97,166,5,107,11,8,29,2,5,1,6,6,0,0,0,0,0,0,0,326,1,47,1,0,12,196
3,36778.0,2012-05-08,63,29,4,34,2,4,4,3,3,0,3,9,0,0,0,0,0,0,0,77,2,53,1,0,6,942
3,85696.0,2013-03-05,88,714,76,395,116,0,12,1,4,6,9,1,0,0,0,0,0,0,1,1313,0,59,0,1,19,641
2,10979.0,2014-05-22,34,8,4,10,2,2,4,2,3,0,3,5,0,0,0,0,0,0,0,30,0,32,0,0,6,198
1,49678.0,2013-02-02,81,229,5,56,3,2,20,2,6,2,4,7,0,0,0,0,0,0,0,315,1,60,1,0,12,672
2,56129.0,2013-06-20,65,320,48,133,39,72,48,4,6,2,10,4,0,0,0,0,0,0,0,660,1,68,1,0,18,534
1,37155.0,2013-01-31,51,23,0,26,7,15,3,1,2,0,4,5,0,0,0,0,0,0,0,74,1,32,1,0,6,674
2,21282.0,2014-11-05,76,1,5,8,4,8,20,2,2,1,2,6,0,0,0,0,0,0,0,46,1,43,0,0,5,31
3,33419.0,2013-08-17,76,56,0,12,0,0,18,2,2,0,4,7,0,0,0,0,0,0,0,86,1,59,0,0,6,476
1,63285.0,2013-05-11,84,508,124,249,50,38,134,1,6,5,13,3,0,0,0,0,0,0,0,1103,0,76,0,0,24,574
2,21255.0,2014-01-21,56,29,0,25,2,2,3,4,2,1,4,4,0,0,0,0,0,0,0,61,1,47,1,0,7,319
1,42162.0,2013-11-19,31,46,7,59,2,4,27,2,3,1,3,6,1,0,0,0,0,0,1,145,1,40,1,2,7,382
1,54450.0,2012-09-14,0,454,0,171,8,19,32,12,9,2,8,8,0,0,0,0,0,0,0,684,2,65,1,0,19,813
3,57744.0,2013-12-11,91,350,3,39,0,0,19,2,9,1,4,8,0,0,0,0,0,0,0,411,1,67,1,0,14,360
1,26576.0,2012-10-13,40,10,0,8,0,0,9,1,1,0,2,9,1,0,0,0,0,0,1,27,1,35,0,2,3,784
3,57513.0,2013-06-07,59,735,40,183,52,20,30,2,9,3,13,6,0,0,0,0,0,0,0,1060,0,78,0,0,25,547
1,68142.0,2012-08-29,96,897,126,196,91,112,37,3,10,4,7,6,0,0,0,0,0,0,0,1459,1,57,1,0,21,829
1,7500.0,2012-08-29,61,5,2,3,3,0,5,1,1,0,2,8,0,0,0,0,0,0,0,18,1,42,1,0,3,829
1,83145.0,2012-09-22,14,777,35,731,39,137,114,1,5,9,11,2,0,0,1,0,0,0,1,1833,0,47,1,2,25,805
2,54197.0,2014-03-04,16,162,6,37,6,13,13,2,1,3,6,1,0,0,0,0,0,0,0,237,1,61,1,0,10,277
3,23091.0,2014-05-28,98,35,0,11,0,0,2,4,2,1,3,7,0,0,0,0,0,0,0,48,2,58,0,0,6,192
1,46049.0,2013-07-21,11,342,9,112,19,14,19,10,5,2,9,7,0,0,0,0,0,0,1,515,2,45,1,1,16,503
1,56715.0,2012-05-12,52,258,105,239,237,172,9,1,7,3,4,4,0,0,0,0,0,0,0,1020,0,47,1,0,14,938
1,79410.0,2014-05-29,19,658,80,483,123,13,13,1,3,2,5,1,0,0,0,0,0,0,0,1370,0,60,1,0,10,191
1,57304.0,2013-11-03,61,356,80,329,138,17,106,2,7,6,10,5,0,0,0,0,0,0,0,1026,1,70,1,0,23,398
1,44375.0,2014-03-23,73,213,5,28,7,7,41,1,4,1,6,5,0,0,0,0,0,0,0,301,1,56,1,0,11,258
1,54450.0,2012-09-14,0,454,0,171,8,19,32,12,9,2,8,8,0,0,0,0,0,0,0,684,2,65,1,0,19,813
1,59594.0,2012-10-20,74,457,4,29,0,0,9,1,8,1,7,7,0,1,0,0,0,0,0,499,1,56,1,1,16,777
1,80685.0,2012-08-22,55,241,45,604,34,26,54,1,6,4,10,2,0,0,0,0,0,0,0,1004,0,27,1,0,20,836
3,40344.0,2013-10-13,48,210,0,6,0,0,2,2,4,1,5,7,0,0,0,0,0,0,0,218,1,47,1,0,10,419
1,62710.0,2013-05-23,53,441,35,83,7,29,11,4,4,2,12,4,0,0,0,0,0,0,0,606,1,49,1,0,18,562
2,48985.0,2013-05-07,13,19,13,18,10,7,8,1,1,1,3,3,0,0,0,0,0,0,0,75,1,53,1,0,5,578
1,35322.0,2012-08-22,34,28,9,37,12,7,13,3,2,0,4,8,0,0,0,0,0,0,0,106,3,53,1,0,6,836
1,77142.0,2013-05-29,54,476,75,162,29,151,97,1,4,4,8,2,0,0,0,0,0,0,0,990,0,73,1,0,16,556
1,81657.0,2014-01-22,69,364,40,425,158,60,50,1,3,4,8,1,0,0,0,0,0,0,0,1097,0,52,0,0,15,318
0,14421.0,2014-02-17,81,0,0,2,3,3,8,1,1,0,2,5,1,0,0,0,0,0,0,16,0,25,1,1,3,292
2,20130.0,2014-03-17,99,0,6,3,7,6,12,1,1,0,3,8,0,0,0,0,0,0,0,34,0,47,1,0,4,264
3,74214.0,2012-08-26,3,863,83,547,86,99,33,1,8,2,5,5,0,0,0,0,0,0,0,1711,0,31,1,0,15,832
2,66726.0,2014-12-01,61,349,7,35,0,0,47,3,8,2,4,7,0,1,0,0,0,0,0,438,2,64,1,1,14,5
0,23724.0,2013-08-01,65,5,23,15,0,18,14,2,2,0,3,8,0,0,0,0,0,0,0,75,1,42,1,0,5,492
2,47353.0,2013-11-13,93,184,2,19,8,8,4,3,2,2,6,5,0,0,0,0,0,0,0,225,1,61,1,0,10,388
2,33444.0,2012-03-11,24,8,0,8,0,0,2,1,1,0,2,8,0,0,0,0,0,0,0,18,2,69,1,0,3,1000
1,54386.0,2013-05-17,8,277,21,64,62,21,25,2,3,2,10,3,0,0,0,0,0,0,0,470,1,40,1,0,15,568
1,28510.0,2013-04-13,72,44,5,19,0,4,19,3,2,0,4,5,0,0,0,0,0,0,0,91,2,40,0,0,6,602
2,90638.0,2014-02-13,29,1156,120,915,94,144,96,1,3,4,10,1,0,0,1,0,0,0,0,2525,0,30,0,1,17,296
1,48070.0,2013-01-13,33,373,14,83,6,9,19,3,8,2,6,7,0,0,0,0,0,1,0,504,1,71,1,0,16,692
1,43140.0,2013-05-01,68,134,8,76,6,0,11,1,4,1,5,6,0,0,0,0,0,0,0,235,1,64,1,0,10,584
3,54959.0,2013-01-19,55,1148,0,60,0,0,24,3,9,5,4,7,0,1,0,0,0,0,1,1232,1,60,0,2,18,686
0,15056.0,2013-03-05,76,6,12,3,21,6,40,5,2,2,3,5,0,0,0,0,0,0,0,88,2,63,0,0,7,641
1,26954.0,2014-08-05,17,4,1,11,0,0,1,1,1,0,2,7,0,0,0,0,0,0,0,17,1,50,0,0,3,123
1,22327.0,2013-02-08,94,5,4,8,2,0,5,1,1,0,3,5,0,0,0,0,0,0,0,24,1,36,0,0,4,666
1,44393.0,2013-08-22,86,24,2,20,2,2,10,2,1,0,4,4,0,0,0,0,0,0,0,60,2,56,1,0,5,471
3,62000.0,2013-08-25,25,899,0,101,0,0,20,1,6,6,13,4,0,0,0,1,0,0,0,1020,1,69,0,1,25,468
3,31497.0,2012-06-12,22,108,1,28,13,1,4,2,3,1,4,8,0,0,0,0,0,0,0,155,1,59,1,0,8,907
2,45894.0,2014-02-27,15,27,2,7,0,2,13,1,1,0,3,5,0,0,0,0,0,0,0,51,2,47,1,0,4,282
2,78579.0,2012-12-22,35,816,66,549,216,66,99,1,5,6,4,3,0,0,0,0,0,0,1,1812,0,51,0,1,15,714
2,67369.0,2012-11-17,81,1298,0,70,37,14,42,4,7,4,10,4,0,1,1,0,0,0,1,1461,1,52,0,3,21,749
1,58401.0,2014-04-20,55,10,0,11,17,29,29,1,1,2,2,4,0,0,0,0,0,0,0,96,1,61,0,0,5,230
1,62307.0,2014-02-17,94,87,13,34,10,6,10,1,4,0,4,5,0,0,0,0,0,0,0,160,1,69,0,0,8,292
2,43641.0,2013-04-22,50,57,2,51,4,2,23,3,2,1,4,6,0,0,0,0,0,0,0,139,2,52,1,0,7,593
2,63841.0,2013-04-21,64,635,15,100,20,7,131,1,9,3,9,6,0,0,0,0,0,0,0,908,1,53,0,0,21,594
2,46891.0,2013-01-09,91,43,12,23,29,15,61,1,2,1,4,4,0,0,0,0,0,0,0,183,1,56,1,0,7,696
2,70091.0,2013-03-31,11,964,34,137,15,0,11,2,5,2,10,8,0,1,0,0,0,0,0,1161,1,52,1,1,17,615
3,78075.0,2014-05-04,72,572,8,259,34,35,80,1,3,5,5,1,0,0,0,0,0,0,0,988,0,49,1,0,13,216
2,59184.0,2012-09-09,6,341,142,113,259,151,66,3,6,6,12,5,0,0,0,0,0,0,0,1072,1,60,0,0,24,818
1,54809.0,2013-11-09,0,63,6,57,13,13,22,4,2,1,5,4,0,0,0,0,0,0,0,174,2,44,1,0,8,392
1,58113.0,2013-01-25,66,221,104,169,102,78,84,3,9,2,8,7,0,0,0,0,0,1,0,758,1,62,1,0,19,680
2,51412.0,2013-12-31,42,140,3,29,4,5,14,2,3,2,4,4,0,0,0,0,0,0,0,195,1,63,1,0,9,340
1,15287.0,2012-10-10,60,1,2,8,4,3,13,2,1,1,2,7,1,0,0,0,0,0,1,31,1,42,0,2,4,787
2,66636.0,2013-08-17,64,291,10,689,84,10,0,1,3,4,9,1,0,0,0,0,0,0,0,1084,0,64,1,0,16,476
2,50965.0,2013-02-20,87,544,13,85,8,6,29,3,10,4,5,8,1,0,0,0,0,0,0,685,1,65,1,1,19,654
3,84618.0,2013-11-22,96,684,100,801,21,66,0,1,6,9,10,2,0,0,1,0,0,0,0,1672,0,56,1,1,25,379
1,18351.0,2013-10-29,1,1,12,9,0,14,7,1,2,0,3,7,0,0,0,0,0,0,0,43,0,31,1,0,5,403
3,40451.0,2014-02-16,54,35,0,4,0,0,10,1,1,1,2,5,1,0,0,0,0,0,0,49,2,64,1,1,4,293
1,36317.0,2013-05-22,53,87,3,25,3,2,13,2,3,0,4,7,0,0,0,0,0,0,0,133,1,56,1,0,7,563
1,42213.0,2013-12-10,96,309,3,24,4,3,20,2,5,1,7,7,0,1,0,0,0,0,0,363,1,64,1,1,13,361
1,65748.0,2013-04-15,58,172,73,93,95,78,34,2,2,4,10,1,0,0,0,0,0,1,0,545,1,66,1,0,16,600
1,77044.0,2013-10-27,12,625,38,242,50,34,76,2,7,11,11,4,1,0,0,0,0,0,0,1065,1,49,1,1,29,405
1,74918.0,2013-12-03,78,972,59,913,25,19,59,1,5,9,6,3,0,0,1,0,0,0,0,2047,0,52,1,1,20,368
1,56721.0,2012-10-31,64,157,6,39,6,13,75,5,4,1,5,6,0,0,0,0,0,0,0,296,2,49,1,0,10,766
1,42160.0,2013-06-28,26,48,9,45,3,15,20,4,2,1,4,6,0,0,0,0,0,0,1,140,2,46,0,1,7,526
1,61559.0,2013-07-17,8,279,83,88,32,14,34,1,4,2,10,3,0,0,0,0,0,0,0,530,1,56,0,0,16,507
3,33629.0,2012-08-08,49,132,0,16,0,0,4,5,3,1,4,9,0,0,0,0,0,0,0,152,2,58,1,0,8,850
3,68682.0,2013-06-10,56,919,0,505,99,30,45,1,4,9,10,2,0,0,0,0,0,0,0,1598,0,30,1,0,23,544
1,34377.0,2013-01-19,55,62,0,22,3,1,26,2,2,2,2,7,0,0,0,0,0,0,0,114,1,58,0,0,6,686
0,8940.0,2012-08-22,25,1,45,3,4,6,42,3,3,1,3,8,0,0,0,0,0,0,0,101,1,35,0,0,7,836
1,26228.0,2013-09-22,50,2,6,4,3,1,9,1,1,0,2,8,0,0,0,0,0,0,0,25,1,48,1,0,3,440
2,77297.0,2013-01-26,84,408,61,109,48,122,41,1,5,7,9,4,0,0,0,1,0,0,0,789,0,64,0,1,21,679
1,40211.0,2013-07-30,30,51,1,7,2,1,25,2,2,1,2,8,1,0,0,0,0,0,0,87,2,40,1,1,5,494
3,33438.0,2013-09-22,81,62,1,16,3,2,6,4,2,1,4,5,0,0,0,0,0,0,0,90,2,63,0,0,7,440
3,75032.0,2013-04-28,74,952,12,180,47,12,12,2,5,4,9,3,0,0,0,0,0,0,0,1215,1,62,1,0,18,587
3,61284.0,2013-12-10,76,618,15,106,20,7,45,1,11,2,8,6,0,1,0,0,0,0,0,811,0,66,0,1,21,361
1,22518.0,2012-10-22,36,11,7,12,2,2,27,2,2,1,2,5,1,0,0,0,0,0,1,61,1,35,1,2,5,775
2,54730.0,2013-08-15,64,318,3,17,4,7,56,5,4,1,8,4,0,0,0,0,0,0,0,405,1,46,1,0,13,478
2,38452.0,2014-03-30,62,56,0,14,0,0,2,3,3,0,3,7,0,0,0,0,0,0,0,72,2,66,1,0,6,251
1,44421.0,2013-02-15,53,110,5,59,7,1,7,5,5,0,4,8,0,0,0,0,0,0,0,189,2,50,0,0,9,659
3,38197.0,2013-06-29,86,23,0,11,2,1,3,1,1,0,3,5,0,0,0,0,0,0,0,40,1,35,1,0,4,525
1,41986.0,2014-09-02,15,27,5,8,8,3,12,3,3,0,4,4,0,0,0,0,0,0,0,63,1,43,0,0,7,95
1,28427.0,2013-03-21,67,18,3,19,3,3,6,2,2,0,3,8,0,0,0,0,0,0,0,52,1,38,1,0,5,625
3,37395.0,2014-02-05,47,18,0,9,0,1,11,1,1,0,3,6,0,0,0,0,0,0,0,39,1,45,1,0,4,304
1,64722.0,2014-05-26,47,303,0,280,60,147,15,4,8,2,11,6,0,0,0,0,0,0,0,805,1,50,1,0,21,194
2,55249.0,2014-04-17,81,97,1,19,2,0,11,1,2,1,4,3,0,0,0,0,0,0,0,130,1,65,1,0,7,233
1,84906.0,2013-04-10,98,997,15,414,99,30,76,1,5,6,12,2,0,1,1,0,1,0,0,1631,0,49,1,3,23,605
1,28691.0,2013-04-07,56,5,4,13,8,0,4,1,1,0,3,8,0,0,0,0,0,0,0,34,1,32,1,0,4,608
1,44213.0,2013-11-29,48,95,11,35,0,4,7,4,2,1,5,6,0,0,0,0,0,0,0,152,2,69,0,0,8,372
0,25707.0,2014-01-18,18,1,6,2,3,6,3,1,1,0,3,7,0,0,0,0,0,0,0,21,1,37,0,0,4,322
3,59062.0,2013-03-10,74,46,1,12,3,0,9,2,2,0,3,4,0,0,0,0,0,0,0,71,3,54,1,0,5,636
1,76624.0,2014-05-24,68,411,106,147,54,115,66,1,5,10,7,1,1,0,0,0,0,0,0,899,1,59,0,1,22,196
2,66000.0,2014-04-20,36,244,51,270,101,0,45,1,1,3,5,1,0,0,0,0,0,0,0,711,0,74,1,0,9,230
3,27683.0,2012-04-08,90,152,9,121,12,12,45,4,6,2,4,8,0,0,0,0,0,0,0,351,1,43,1,0,12,972
1,1730.0,2014-05-18,65,1,1,3,1,1,1,15,0,0,0,20,0,0,0,0,0,0,0,8,0,50,0,0,0,202
0,7500.0,2012-03-12,63,10,17,18,8,26,40,4,3,2,2,9,0,0,0,0,0,0,0,119,1,29,0,0,7,999
1,40521.0,2013-05-04,82,12,0,5,0,0,4,1,0,1,2,5,0,0,0,0,0,0,0,21,2,53,1,0,3,581
3,20427.0,2014-03-24,63,5,0,4,0,0,1,1,1,0,2,8,0,0,0,0,0,0,0,10,1,48,1,0,3,257
1,65106.0,2014-05-24,55,790,19,133,12,0,19,3,8,3,13,6,0,1,0,0,0,0,0,973,1,46,1,1,24,196
3,69969.0,2013-08-27,64,882,29,514,38,29,44,1,4,2,6,3,0,0,1,1,0,0,1,1536,0,56,1,3,12,466
1,67433.0,2013-07-16,51,615,28,259,12,48,30,4,6,5,13,4,0,1,0,0,0,0,0,992,2,69,1,1,24,508
3,77766.0,2013-02-22,97,1004,59,265,115,59,27,2,11,10,11,6,1,0,0,0,0,0,1,1529,1,54,1,2,32,652
1,74716.0,2013-12-09,92,133,27,421,13,195,71,2,7,3,5,4,0,0,0,0,0,0,0,860,1,49,1,0,15,362
1,68118.0,2013-10-18,51,595,23,123,10,23,154,2,8,9,4,6,0,0,0,0,0,0,0,928,1,58,0,0,21,414
3,55158.0,2012-07-30,72,293,0,87,4,11,23,4,7,2,5,7,0,0,0,0,0,0,1,418,2,51,1,1,14,859
2,62972.0,2012-03-08,39,313,15,47,20,0,192,2,7,4,3,6,0,0,0,0,0,0,1,587,1,66,1,1,14,1003
1,74190.0,2014-12-05,49,151,81,86,168,91,64,2,4,2,11,2,0,0,0,0,0,0,0,641,1,46,1,0,17,1
1,39356.0,2014-03-19,21,15,0,2,0,0,6,1,1,0,2,6,1,0,0,0,0,0,0,23,2,45,1,1,3,262
1,76653.0,2013-08-16,91,736,63,946,219,189,126,1,4,7,11,2,0,0,1,1,0,0,0,2279,0,52,1,2,22,477
3,35860.0,2014-05-19,37,15,0,8,4,2,20,2,1,1,2,5,1,0,0,0,0,0,0,49,2,48,0,1,4,201
3,90687.0,2013-05-22,98,982,17,672,23,34,51,1,6,2,8,2,0,0,1,0,0,0,1,1779,0,38,0,2,16,563
2,73450.0,2013-05-12,85,1142,51,415,90,69,37,1,7,8,11,3,1,0,0,1,0,0,0,1804,0,39,1,2,26,573
1,31454.0,2013-06-07,40,28,0,11,0,0,9,3,2,0,3,8,0,0,0,0,0,0,0,48,2,61,1,0,5,547
1,47139.0,2014-06-03,2,46,0,12,0,2,23,2,2,1,2,7,0,0,0,0,0,0,1,83,2,69,0,1,5,186
1,83829.0,2013-08-10,78,897,161,430,186,161,27,0,4,7,6,1,1,0,1,1,0,0,1,1862,0,46,0,4,17,483
3,53378.0,2012-09-24,41,489,6,152,8,6,132,10,9,4,6,8,0,0,0,0,0,0,1,793,2,58,1,1,19,803
1,19656.0,2013-08-02,94,25,4,9,6,8,32,3,2,1,3,7,0,0,0,0,0,0,0,84,1,51,1,0,6,491
3,45579.0,2013-08-20,10,145,1,33,2,1,1,1,4,1,4,6,0,0,0,0,0,0,0,183,1,73,1,0,9,473
2,85485.0,2014-06-21,73,630,26,611,44,18,54,1,6,6,6,2,0,0,0,0,0,0,0,1383,0,63,0,0,18,168
1,55956.0,2014-07-04,22,760,38,104,50,9,38,2,7,3,4,4,0,1,0,0,0,0,0,999,0,77,1,1,14,155
2,64191.0,2013-01-22,30,420,15,186,151,38,15,3,5,3,13,3,0,0,0,0,0,0,0,825,1,58,0,0,21,683
1,38808.0,2012-08-26,21,125,17,52,3,19,30,4,5,1,4,8,1,0,0,0,0,0,1,246,1,49,0,2,10,832
2,57183.0,2013-03-19,51,464,5,64,7,0,70,8,9,1,7,8,0,0,0,0,0,0,0,610,2,55,1,0,17,627
2,23748.0,2012-11-21,97,6,6,29,12,15,8,3,2,1,3,8,0,0,0,0,0,0,0,76,1,53,0,0,6,745
1,66303.0,2013-02-26,56,1090,12,96,16,12,60,4,3,4,11,8,0,1,0,0,0,0,0,1286,1,50,1,1,18,648
2,37368.0,2013-12-16,4,3,2,11,2,2,10,1,1,0,2,6,1,0,0,0,0,0,0,30,1,46,1,1,3,355
1,40800.0,2013-01-01,77,24,0,27,8,30,10,2,3,0,3,7,0,0,0,0,0,1,0,99,3,57,1,0,6,704
1,71847.0,2012-09-21,95,737,21,106,55,63,210,0,6,7,9,3,0,0,0,1,0,0,0,1192,0,43,0,1,22,806
1,46149.0,2013-11-29,36,254,6,71,4,0,27,5,5,1,7,5,0,0,0,0,0,0,0,362,1,46,1,0,13,372
1,78687.0,2012-09-08,13,817,185,687,145,55,241,1,4,6,8,2,0,0,1,0,0,0,1,2130,0,38,1,2,18,819
2,49118.0,2012-08-18,90,620,54,239,99,98,119,2,9,7,10,7,0,1,0,0,1,0,1,1229,0,50,0,3,26,840
3,37633.0,2012-09-20,49,13,4,20,0,0,1,2,1,0,3,9,0,0,0,0,0,0,0,38,2,64,1,0,4,807
2,39767.0,2013-07-21,18,113,61,204,34,26,47,2,7,1,7,8,0,0,0,0,0,0,0,485,0,70,1,0,15,503
0,26997.0,2012-05-11,89,7,23,78,133,49,144,2,4,2,5,7,0,0,0,0,0,0,0,434,0,70,1,0,11,939
1,33986.0,2013-03-14,43,16,2,18,2,1,5,1,1,0,3,7,0,0,0,0,0,0,0,44,1,51,0,0,4,632
3,57091.0,2012-11-23,82,462,0,24,6,0,4,2,9,2,5,7,0,1,0,0,0,0,1,496,1,49,1,2,16,743
2,46831.0,2013-08-06,84,22,2,10,6,4,34,2,1,2,2,4,0,0,0,0,0,0,0,78,2,52,1,0,5,487
2,83151.0,2013-10-02,80,968,147,842,137,42,210,1,5,7,10,2,1,0,1,1,0,0,1,2346,0,49,1,4,22,430
1,52531.0,2012-12-30,68,283,112,151,51,72,125,2,7,2,10,6,0,0,0,0,0,0,0,794,0,50,1,0,19,706
1,15759.0,2013-05-09,12,1,2,5,6,0,3,1,1,0,2,7,0,0,0,0,0,0,0,17,0,65,1,0,3,576
1,22804.0,2013-07-31,75,14,1,7,2,1,1,1,2,0,2,9,0,0,0,0,0,0,0,26,1,50,0,0,4,493
2,43050.0,2014-03-18,10,30,5,24,6,3,8,2,2,0,4,5,0,0,0,0,0,0,0,76,1,48,1,0,6,263
3,42997.0,2013-07-12,91,4,0,5,0,1,5,1,1,0,2,7,0,0,0,0,0,0,0,15,2,44,0,0,3,512
3,48918.0,2014-12-04,21,52,0,9,0,0,1,2,1,0,4,4,0,0,0,0,0,0,0,62,2,58,0,0,5,2
2,60033.0,2014-03-29,28,62,1,57,19,11,48,2,2,1,5,2,0,0,0,0,0,0,0,198,1,67,1,0,8,252
3,34043.0,2013-10-25,97,20,2,14,3,0,10,1,2,0,2,9,0,0,0,0,0,0,0,49,1,43,1,0,4,407
1,57811.0,2013-06-24,49,545,7,114,37,21,78,5,7,2,11,5,0,1,0,0,0,0,0,802,1,55,1,1,20,530
1,78569.0,2014-02-19,14,558,79,622,207,175,95,1,4,6,4,1,0,0,1,0,0,0,1,1736,0,75,1,2,14,290
1,7500.0,2012-12-27,5,6,5,4,13,4,25,4,2,1,3,6,0,0,0,0,0,0,0,57,2,43,0,0,6,709
2,157733.0,2013-04-06,37,39,1,9,2,0,8,0,1,0,1,1,0,0,0,0,0,0,0,59,1,50,1,0,2,609
1,94384.0,2013-04-03,62,1111,24,790,160,45,172,0,5,8,5,2,0,1,1,1,0,0,1,2302,0,68,1,4,18,612
2,23148.0,2014-02-18,83,4,6,8,6,3,10,1,2,0,3,7,0,0,0,0,0,0,0,37,0,36,1,0,5,291
1,44267.0,2013-02-25,48,183,5,65,3,5,49,5,5,2,4,9,0,0,0,0,0,0,0,310,2,51,0,0,11,649
1,71626.0,2012-01-11,94,546,72,376,94,145,72,1,5,5,8,3,0,1,0,0,0,0,0,1305,0,42,1,1,18,1060
1,60894.0,2013-06-28,61,606,7,155,10,0,54,5,10,3,8,7,0,0,0,0,0,0,0,832,1,55,1,0,21,526
1,50200.0,2013-03-04,70,266,6,51,8,6,64,6,7,1,5,8,0,0,0,0,0,0,0,401,2,45,1,0,13,642
3,81051.0,2014-05-23,43,1142,29,249,38,29,14,1,5,5,12,2,0,1,1,0,0,0,0,1501,0,56,1,2,22,197
1,65169.0,2014-01-14,23,1074,0,69,0,0,46,1,10,4,13,6,1,0,1,1,1,0,1,1189,0,39,1,5,27,326
1,59868.0,2013-07-22,37,771,51,154,54,10,154,7,11,2,12,6,0,0,0,0,0,0,0,1194,1,49,1,0,25,502
3,65695.0,2014-01-31,50,371,32,189,0,58,6,2,5,4,10,4,0,0,0,0,0,0,0,656,1,61,1,0,19,309
2,64857.0,2012-11-23,78,556,14,717,210,0,43,1,7,5,10,4,0,0,0,0,0,0,0,1540,0,65,0,0,22,743
2,45143.0,2013-08-26,74,202,5,74,11,5,14,3,6,1,5,7,0,0,0,0,0,0,0,311,1,56,1,0,12,467
2,74805.0,2013-06-11,14,209,162,209,41,162,37,5,4,7,10,2,0,0,0,0,0,0,0,820,1,66,1,0,21,543
2,59060.0,2014-11-01,77,35,40,111,36,40,12,3,3,1,7,4,0,0,0,0,0,0,0,274,1,32,1,0,11,35
3,27238.0,2013-04-20,39,37,0,17,0,0,3,3,3,0,3,9,0,0,0,0,0,0,0,57,2,59,0,0,6,595
1,47009.0,2013-01-10,89,171,45,73,59,10,90,4,3,2,8,4,0,0,0,0,0,0,0,448,1,56,1,0,13,695
2,46094.0,2014-10-06,62,12,2,20,3,2,5,1,1,0,3,7,0,0,0,0,0,0,0,44,2,48,1,0,4,61
1,40321.0,2013-07-29,59,44,4,21,6,0,27,2,3,0,3,7,0,0,0,0,0,0,0,102,2,49,1,0,6,495
1,37235.0,2014-01-02,68,20,2,9,4,6,20,1,1,1,2,4,0,0,0,0,0,0,0,61,1,37,1,0,4,338
2,81843.0,2013-04-22,13,779,86,537,34,69,138,1,5,9,12,3,0,0,0,0,0,0,0,1643,0,61,1,0,26,593
2,46692.0,2013-06-06,37,170,6,97,24,12,88,3,6,1,5,6,0,0,0,0,0,0,0,397,1,63,1,0,12,548
1,77382.0,2014-07-01,36,491,48,231,112,105,134,2,5,7,12,1,0,0,1,0,0,0,0,1121,1,53,1,1,24,158
1,37774.0,2012-03-09,28,173,8,107,7,2,176,4,7,2,3,9,1,0,0,0,0,1,1,473,2,44,0,2,12,1002
0,18393.0,2014-03-29,2,7,10,13,16,0,4,2,3,0,3,8,0,0,0,0,0,0,0,50,1,47,1,0,6,252
2,72828.0,2013-02-14,17,1205,0,235,19,14,205,6,6,3,13,7,0,0,0,0,0,0,0,1678,1,59,1,0,22,660
1,24711.0,2014-04-18,86,10,7,25,6,3,7,1,3,0,3,7,0,0,0,0,0,0,0,58,0,39,1,0,6,232
3,45503.0,2013-09-25,54,97,4,44,6,1,18,1,3,1,4,5,0,0,0,0,0,0,0,170,1,46,1,0,8,437
2,6560.0,2013-12-12,2,67,11,26,4,3,262,0,1,0,1,17,0,0,0,0,0,0,0,373,0,39,0,0,2,359
3,71604.0,2013-11-17,3,345,53,528,98,75,97,1,8,3,5,4,1,0,0,0,0,0,1,1196,0,76,1,2,16,384
1,27244.0,2014-07-03,84,6,5,17,3,24,46,2,2,2,2,7,0,0,0,0,0,0,0,101,1,42,1,0,6,156
1,48752.0,2012-12-12,8,73,57,100,71,15,0,5,6,1,5,9,0,0,0,0,0,0,1,316,2,52,1,1,12,724
1,71434.0,2013-09-18,4,711,36,217,172,96,168,3,7,4,7,4,0,1,0,1,0,0,0,1400,1,59,1,2,18,444
1,90842.0,2013-07-29,57,774,70,118,182,187,93,1,4,9,13,1,0,0,0,0,0,0,0,1424,0,73,0,0,26,495
